"","Código da Província","Província","Código do Mun.","Município","Sexo_Condicao","Total_Almas","Raças_Branco","Raças_Pardo","Raças_Preto","Raças_Caboclo","Estado civil_Solteiro","Estado civil_Casado","Estado civil_Viúvo","Religião_Católicos","Religião_Acatólico","Nacionalidade_Brasileira","Nacionalidade_Estrangeira","Instrução_Sabem Ler e Escrever","Instrução_Analfabetos","Instrução - população escolar de 6 a 15 anos_Frequentam Escola","Instrução - população escolar de 6 a 15 anos_Não Frequentam Escola","Instrução - população escolar de 6 a 15 anos_S./ Inf. da Frequência Escolar","Defeitos físicos_Cegos","Defeitos físicos_Surdos-Mudos","Defeitos físicos_Aleijados","Defeitos físicos_Dementes","Defeitos físicos_Alienados","Ausentes_Ausentes","Transeuntes_Transeuntes","Faixa Etária_1 mês","Faixa Etária_2 meses","Faixa Etária_3 meses","Faixa Etária_4 meses","Faixa Etária_5 meses","Faixa Etária_6 meses","Faixa Etária_7 meses","Faixa Etária_8 meses","Faixa Etária_9 meses","Faixa Etária_10 meses","Faixa Etária_11 meses","Faixa Etária_1 ano","Faixa Etária_2 anos","Faixa Etária_3 anos","Faixa Etária_4 anos","Faixa Etária_5 anos","Faixa Etária_6-10 anos","Faixa Etária_11-15 anos","Faixa Etária_16-20 anos","Faixa Etária_21-25 anos","Faixa Etária_26-30 anos","Faixa Etária_31-40 anos","Faixa Etária_41-50 anos","Faixa Etária_51-60 anos","Faixa Etária_61-70 anos","Faixa Etária_71-80 anos","Faixa Etária_81-90 anos","Faixa Etária_91-100 anos","Faixa Etária_Maiores de 100","Faixa Etária_S/inf.","Brasileiros segundo origem_Brasileiros adotivos","Brasileiros segundo origem_Estrang. Naturalizados","Brasileiros segundo origem_Amazonas","Brasileiros segundo origem_Pará","Brasileiros segundo origem_Maranhão","Brasileiros segundo origem_Piauhy","Brasileiros segundo origem_Ceará","Brasileiros segundo origem_Rio Grande do Norte","Brasileiros segundo origem_Parahyba","Brasileiros segundo origem_Pernambuco","Brasileiros segundo origem_Alagoas","Brasileiros segundo origem_Sergipe","Brasileiros segundo origem_Bahia","Brasileiros segundo origem_Espírito Santo","Brasileiros segundo origem_Rio de Janeiro","Brasileiros segundo origem_São Paulo","Brasileiros segundo origem_Paraná","Brasileiros segundo origem_Santa Catharina","Brasileiros segundo origem_Rio Grande do Sul","Brasileiros segundo origem_Minas Geraes","Brasileiros segundo origem_Goyaz","Brasileiros segundo origem_Matto Grosso","Brasileiros segundo origem_S./Inf. de Origem","Estrangeiros segundo origem_Africanos","Estrangeiros segundo origem_Alemães","Estrangeiros segundo origem_Austríacos","Estrangeiros segundo origem_Argentinos","Estrangeiros segundo origem_Belgas","Estrangeiros segundo origem_Bolivianos","Estrangeiros segundo origem_Chineses","Estrangeiros segundo origem_Dinamarqueses","Estrangeiros segundo origem_Franceses","Estrangeiros segundo origem_Gregos","Estrangeiros segundo origem_Espanhóis","Estrangeiros segundo origem_Holandeses","Estrangeiros segundo origem_Húngaros","Estrangeiros segundo origem_Ingleses","Estrangeiros segundo origem_Italianos","Estrangeiros segundo origem_Japoneses","Estrangeiros segundo origem_Mexicanos","Estrangeiros segundo origem_Norte-americanos","Estrangeiros segundo origem_Orientais","Estrangeiros segundo origem_Paraguaios","Estrangeiros segundo origem_Persas","Estrangeiros segundo origem_Peruanos","Estrangeiros segundo origem_Portugueses","Estrangeiros segundo origem_Russos","Estrangeiros segundo origem_Suissos","Estrangeiros segundo origem_Suecos","Estrangeiros segundo origem_Turcos","Estrangeiros segundo origem_Estrang. S./ Inf.","Prof. liberais_Seculares (religiosos)","Prof. liberais_Homens (relig. Regular)","Prof. liberais_Mulheres (relig. Regular)","Prof. liberais_Juizes","Prof. liberais_Advogados","Prof. liberais_Notários e escrivães","Prof. liberais_Procuradores","Prof. liberais_Oficiais de justiça","Prof. liberais_Médicos","Prof. liberais_Cirurgiões","Prof. liberais_Farmacêuticos","Prof. liberais_Parteiros","Prof. liberais_Professores e homens de letras","Prof. liberais_Empregados públicos","Prof. liberais_Artistas","Outras ocupações_Militares","Outras ocupações_Marítimos","Outras ocupações_Pescadores","Outras ocupações_Capitalistas e proprietários","Prof. Industriais e comerciais_Manufatureiros e fabricantes","Prof. Industriais e comerciais_Comerciantes, guarda-livros e caixeiros","Prof. Manuais e Mec._Costureiras","Prof. Manuais e Mec._canteiros, calcoteiros, mineiros e cavouqueiros","Prof. Manuais e Mec._em metais","Prof. Manuais e Mec._em madeiras","Prof. Manuais e Mec._em tecidos","Prof. Manuais e Mec._de edificações","Prof. Manuais e Mec._em couros e peles","Prof. Manuais e Mec._em tinturaria","Prof. Manuais e Mec._de vestuários","Prof. Manuais e Mec._de chapéus","Prof. Manuais e Mec._de calçado","Prof. Agric._Lavradores","Prof. Agric._Criadores","Outras ocupações_Criados e jornaleiros","Outras ocupações_Serviço doméstico","Sem profissão_Sem profissão","Outras ocupações_S./ Inf."
"2518",16,"Paraná",1605,"Campo Largo","Total Livres",3267,1935,1067,88,177,2177,917,173,3267,0,3251,16,1042,2225,96,604,0,1,1,1,1,0,6,4,8,6,11,6,6,10,14,11,8,7,7,84,104,95,86,79,334,366,386,357,321,439,341,101,62,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3243,1,0,1,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,34,0,0,0,0,0,0,0,0,0,0,149,0,0,1263,1816,0
"2519",16,"Paraná",1605,"Campo Largo","Total Livres",518,0,274,244,0,500,14,4,518,0,484,34,0,518,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,18,17,22,53,53,67,41,53,83,47,29,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,476,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,6,0,0,0,0,0,134,0,24,201,150,0
"2520",16,"Paraná",1605,"Campo Largo","Total Livres",6338,4019,1828,190,301,4420,1630,288,6268,70,6164,174,2298,4040,187,1113,0,2,1,2,1,1,16,11,15,13,19,13,14,23,19,19,15,16,17,170,200,195,160,188,654,646,647,560,590,840,655,349,200,83,17,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,22,6127,3,2,6,0,0,0,3,122,6,0,0,0,0,0,0,0,0,5,0,1,1,0,0,1,0,1,0,0,21,10,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,6,1,8,1,0,0,3,0,122,34,0,10,12,0,3,0,0,0,0,3,1250,0,137,1289,3456,0
"2521",16,"Paraná",1614,"Castro","Total",20803,9710,4940,2722,3431,13037,6783,983,20797,6,20564,239,2833,17970,641,2528,385,30,71,202,33,25,77,40,56,75,65,92,82,109,122,134,129,188,187,343,471,442,463,634,1649,1905,2377,2566,2422,2405,1787,1131,596,266,73,29,5,0,0,5,0,1,0,0,1,0,0,3,0,0,39,1,32,808,16962,27,91,2466,0,128,0,46,17,0,0,0,0,1,0,4,0,0,0,0,0,4,0,0,2,0,4,0,0,17,0,0,0,0,0,5,0,0,1,1,1,0,0,5,0,0,1,8,24,16,17,4,0,31,25,335,525,0,27,98,0,32,15,0,25,0,49,7645,18,1266,1719,8910,0
"2522",16,"Paraná",1614,"Castro","Total Livres",1068,0,237,831,0,922,123,23,1068,0,974,94,0,1068,0,0,202,2,3,4,1,0,4,0,0,0,0,0,0,0,0,0,0,0,8,20,23,25,31,29,93,109,165,148,138,119,66,61,25,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,0,11,44,751,6,10,129,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,6,17,0,7,2,0,4,0,12,430,0,306,107,170,0
"2523",16,"Paraná",1614,"Castro","Total Livres",9752,5065,2371,570,1746,6213,3188,351,9746,6,9682,70,1806,7946,371,1282,0,13,45,146,24,19,59,22,31,36,30,42,44,54,61,67,64,109,112,168,186,189,162,271,799,854,1016,1247,1119,1087,910,564,329,149,31,18,3,0,0,5,0,0,0,0,1,0,0,1,0,0,8,1,5,408,7983,7,52,1146,0,65,0,27,16,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,2,0,1,0,0,17,0,0,0,0,0,5,0,0,1,1,1,0,0,5,0,0,0,7,24,13,17,0,0,19,17,330,0,0,21,81,0,25,13,0,21,0,37,4770,18,536,183,3607,0
"2524",16,"Paraná",1614,"Castro","Total Livres",958,0,294,664,0,834,99,25,958,0,908,50,0,958,0,0,183,1,1,6,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,20,29,24,29,38,76,107,155,149,103,105,73,25,12,5,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,9,43,726,2,5,106,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,291,0,157,225,257,0
"2525",16,"Paraná",1614,"Castro","Total Livres",9025,4645,2038,657,1685,5068,3373,584,9025,0,9000,25,1027,7998,270,1246,0,14,22,46,7,5,10,18,25,39,35,50,38,55,61,67,65,79,63,135,233,204,241,296,681,835,1041,1022,1062,1094,738,481,230,107,36,10,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,313,7502,12,24,1085,0,56,0,19,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,12,8,5,497,0,0,0,0,0,0,0,0,0,0,2154,0,267,1204,4876,0
"2526",16,"Paraná",1614,"Castro","Total Livres",2026,0,531,1495,0,1756,222,48,2026,0,1882,144,0,2026,0,0,385,3,4,10,2,1,8,0,0,0,0,0,0,0,0,0,0,0,12,40,52,49,60,67,169,216,320,297,241,224,139,86,37,10,6,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,31,0,20,87,1477,8,15,235,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,28,0,6,17,0,7,2,0,4,0,12,721,0,463,332,427,0
"2527",16,"Paraná",1614,"Castro","Total Livres",18777,9710,4409,1227,3431,11281,6561,935,18771,6,18682,95,2833,15944,641,2528,0,27,67,192,31,24,69,40,56,75,65,92,82,109,122,134,129,188,175,303,419,393,403,567,1480,1689,2057,2269,2181,2181,1648,1045,559,256,67,28,5,0,0,5,0,0,0,0,1,0,0,2,0,0,8,1,12,721,15485,19,76,2231,0,121,0,46,17,0,0,0,0,1,0,4,0,0,0,0,0,4,0,0,2,0,4,0,0,17,0,0,0,0,0,5,0,0,1,1,1,0,0,5,0,0,1,8,24,13,17,0,0,31,25,335,497,0,21,81,0,25,13,0,21,0,37,6924,18,803,1387,8483,0
"2528",16,"Paraná",1601,"Curitiba","Total",12651,7894,3174,1197,386,8751,3422,478,12027,624,11267,1384,3448,9203,458,2514,206,12,23,40,16,35,30,20,17,17,30,27,31,45,46,64,54,59,81,285,300,323,307,412,1552,1626,1440,1290,1141,1478,1056,469,302,104,78,11,6,0,0,31,3,4,3,0,2,1,3,14,0,2,15,1,24,44,10991,89,31,8,0,1,0,26,1154,24,0,0,0,0,3,28,0,0,2,0,24,5,0,0,10,0,1,0,0,54,0,8,0,0,0,2,0,0,4,8,3,2,0,7,0,3,0,29,88,88,206,2,0,5,9,279,277,0,58,92,0,80,13,0,23,2,60,4506,0,199,845,5761,0
"2529",16,"Paraná",1601,"Curitiba","Total Livres",470,0,171,299,0,461,8,1,470,0,438,32,0,470,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,14,31,60,40,87,15,36,30,29,71,27,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,426,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,20,0,24,0,0,2,0,12,178,0,30,108,83,0
"2530",16,"Paraná",1601,"Curitiba","Total Livres",6011,4098,1419,268,226,4160,1693,158,5622,389,5168,843,2501,3510,274,1056,0,12,13,25,12,23,24,8,9,8,16,17,12,29,24,33,27,29,42,112,150,158,160,156,670,660,757,714,540,706,509,251,115,44,55,6,2,0,0,20,3,3,2,0,2,1,3,7,0,2,10,1,14,29,4999,51,15,6,0,0,0,19,714,10,0,0,0,0,3,19,0,0,1,0,18,4,0,0,7,0,1,0,0,43,0,4,0,0,0,2,0,0,4,8,3,2,0,7,0,3,0,27,88,88,206,1,0,2,7,270,0,0,46,72,0,56,13,0,21,2,48,2789,0,157,133,1956,0
"2531",16,"Paraná",1601,"Curitiba","Total Livres",451,0,191,260,0,443,7,1,451,0,438,13,0,451,0,0,79,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,11,12,20,18,41,38,37,71,81,37,37,25,6,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,2,430,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,186,0,0,120,136,0
"2532",16,"Paraná",1601,"Curitiba","Total Livres",5719,3796,1393,370,160,3687,1714,318,5484,235,5223,496,947,4772,184,1458,0,0,10,14,3,12,6,12,8,9,14,10,19,16,22,31,27,30,35,154,126,139,96,178,801,841,631,469,490,706,439,166,177,54,22,5,4,0,0,11,0,1,0,0,0,0,0,7,0,0,1,0,7,10,5136,35,13,2,0,0,0,7,440,14,0,0,0,0,0,9,0,0,1,0,6,1,0,0,3,0,0,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,2,9,268,0,0,0,0,0,0,0,0,0,0,1353,0,12,484,3586,0
"2533",16,"Paraná",1601,"Curitiba","Total Livres",921,0,362,559,0,904,15,2,921,0,876,45,0,921,0,0,206,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,24,26,51,78,81,125,52,107,111,66,108,52,10,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,3,5,856,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,12,20,0,24,0,0,2,0,12,364,0,30,228,219,0
"2534",16,"Paraná",1601,"Curitiba","Total Livres",11730,7894,2812,638,386,7847,3407,476,11106,624,10391,1339,3448,8282,458,2514,0,12,23,39,15,35,30,20,17,17,30,27,31,45,46,64,54,59,77,266,276,297,256,334,1471,1501,1388,1183,1030,1412,948,417,292,98,77,11,6,0,0,31,3,4,2,0,2,1,3,14,0,2,11,1,21,39,10135,86,28,8,0,0,0,26,1154,24,0,0,0,0,3,28,0,0,2,0,24,5,0,0,10,0,1,0,0,54,0,8,0,0,0,2,0,0,4,8,3,2,0,7,0,3,0,29,88,88,206,1,0,5,9,279,268,0,46,72,0,56,13,0,21,2,48,4142,0,169,617,5542,0
"2535",16,"Paraná",1616,"Guarapuava","Total",8462,4495,2015,856,1096,5817,2355,290,8457,5,8305,157,2508,5954,205,1472,198,4,3,13,1,1,65,45,39,38,33,18,15,42,17,42,21,24,20,196,249,240,250,244,1008,867,863,909,927,1200,709,348,98,27,9,5,4,0,1,0,0,1,1,0,0,0,0,2,0,0,21,1,16,441,7545,40,188,48,0,0,0,15,14,4,3,0,0,0,3,8,0,4,1,0,0,7,0,0,1,8,0,0,1,14,1,0,0,0,0,3,0,0,4,0,2,0,1,2,0,1,3,3,9,12,0,0,0,0,3,196,244,0,18,30,0,13,0,0,0,0,25,1762,52,554,1725,3800,0
"2536",16,"Paraná",1616,"Guarapuava","Total Livres",426,0,170,256,0,403,16,7,426,0,383,43,0,426,0,0,98,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,8,9,7,9,46,52,50,47,42,77,40,23,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,44,310,1,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,217,0,107,18,78,0
"2537",16,"Paraná",1616,"Guarapuava","Total Livres",4059,2315,917,193,634,2761,1198,100,4056,3,3995,64,1397,2662,114,761,0,2,1,8,0,1,24,22,11,13,19,7,6,25,9,19,10,12,6,99,103,105,103,113,487,388,412,504,457,584,319,178,50,9,6,4,1,0,1,0,0,1,1,0,0,0,0,2,0,0,17,1,9,233,3633,17,63,17,0,0,0,12,10,2,2,0,0,0,0,7,0,4,1,0,0,7,0,0,1,4,0,0,0,14,0,0,0,0,0,3,0,0,4,0,2,0,1,2,0,1,0,3,9,12,0,0,0,0,3,186,0,0,18,24,0,13,0,0,0,0,25,1448,46,410,55,1794,0
"2538",16,"Paraná",1616,"Guarapuava","Total Livres",423,0,146,277,0,395,14,14,423,0,393,30,0,423,0,0,100,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,8,9,13,13,14,57,43,45,41,43,80,41,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,32,310,2,24,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,1,0,17,275,108,0
"2539",16,"Paraná",1616,"Guarapuava","Total Livres",3554,2180,782,130,462,2258,1127,169,3552,2,3534,20,1111,2443,91,711,0,2,1,5,1,0,20,23,28,25,14,11,9,17,8,23,11,12,14,82,129,113,127,108,418,384,356,317,385,459,309,136,37,16,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,132,3292,20,81,4,0,0,0,3,4,2,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,222,0,0,0,0,0,0,0,0,0,0,96,6,20,1377,1820,0
"2540",16,"Paraná",1616,"Guarapuava","Total Livres",849,0,316,533,0,798,30,21,849,0,776,73,0,849,0,0,198,0,1,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,15,17,22,20,23,103,95,95,88,85,157,81,34,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,76,620,3,44,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,6,0,0,0,0,0,0,0,218,0,124,293,186,0
"2541",16,"Paraná",1616,"Guarapuava","Total Livres",7613,4495,1699,323,1096,5019,2325,269,7608,5,7529,84,2508,5105,205,1472,0,4,2,13,1,1,44,45,39,38,33,18,15,42,17,42,21,24,20,181,232,218,230,221,905,772,768,821,842,1043,628,314,87,25,8,5,4,0,1,0,0,1,1,0,0,0,0,2,0,0,18,1,13,365,6925,37,144,21,0,0,0,15,14,4,3,0,0,0,3,8,0,4,1,0,0,7,0,0,1,8,0,0,1,14,1,0,0,0,0,3,0,0,4,0,2,0,1,2,0,1,3,3,9,12,0,0,0,0,3,196,222,0,18,24,0,13,0,0,0,0,25,1544,52,430,1432,3614,0
"2542",16,"Paraná",1610,"Guaratuba","Total",2136,1392,582,148,14,1418,640,78,2133,3,2117,19,333,1803,31,290,56,1,1,2,1,0,9,9,4,0,5,4,7,4,6,6,5,2,4,28,25,26,23,26,188,189,229,249,297,351,331,70,41,10,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,47,2007,62,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3,8,0,6,0,0,0,17,25,0,6,4,0,8,0,0,0,0,3,249,0,597,395,812,0
"2543",16,"Paraná",1610,"Guaratuba","Total Livres",82,0,29,53,0,78,3,1,82,0,80,2,0,82,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,3,1,13,7,9,7,9,16,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2,27,0
"2544",16,"Paraná",1610,"Guaratuba","Total Livres",966,694,247,17,8,608,316,42,964,2,953,13,190,776,18,153,0,0,0,2,1,0,5,6,1,0,5,0,3,0,4,5,3,1,3,8,7,10,6,12,80,91,112,124,139,134,152,35,23,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,895,32,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,8,0,1,0,0,0,17,0,0,6,4,0,8,0,0,0,0,3,242,0,372,19,281,0
"2545",16,"Paraná",1610,"Guaratuba","Total Livres",116,0,58,58,0,111,2,3,116,0,115,1,0,116,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,3,2,21,15,13,4,10,13,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,21,34,0
"2546",16,"Paraná",1610,"Guaratuba","Total Livres",972,698,248,20,6,621,319,32,971,1,969,3,143,829,13,137,0,1,1,0,0,0,4,3,3,0,0,4,4,4,2,1,2,1,1,11,11,7,11,11,74,76,95,114,139,188,158,29,18,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,925,22,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,7,0,116,353,470,0
"2547",16,"Paraná",1610,"Guaratuba","Total Livres",198,0,87,111,0,189,5,4,198,0,195,3,0,198,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,9,6,3,34,22,22,11,19,29,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,23,61,0
"2548",16,"Paraná",1610,"Guaratuba","Total Livres",1938,1392,495,37,14,1229,635,74,1935,3,1922,16,333,1605,31,290,0,1,1,2,1,0,9,9,4,0,5,4,7,4,6,6,5,2,4,19,18,17,17,23,154,167,207,238,278,322,310,64,41,10,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,47,1820,54,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3,8,0,1,0,0,0,17,25,0,6,4,0,8,0,0,0,0,3,249,0,488,372,751,0
"2549",16,"Paraná",1612,"Morretes","Total",4889,2578,1809,309,193,2597,1601,691,4866,23,4701,188,2134,2755,154,56,312,7,5,33,6,2,13,0,12,18,15,20,22,27,16,16,20,30,40,26,42,54,68,73,187,335,770,730,731,744,384,262,174,53,10,7,3,0,3,0,0,0,0,0,0,0,0,4,0,0,14,0,19,66,4551,17,23,4,0,0,0,6,63,0,0,0,0,0,0,8,0,0,0,0,17,0,0,0,1,2,0,0,0,73,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,4,35,41,2,0,0,0,0,322,154,0,27,87,0,34,8,0,46,0,50,1647,0,110,687,1631,0
"2550",16,"Paraná",1612,"Morretes","Total Livres",257,0,141,116,0,247,8,2,257,0,246,11,0,257,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,12,13,9,36,49,34,18,22,19,13,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,5,6,221,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,0,7,1,0,6,0,3,130,0,12,68,23,0
"2551",16,"Paraná",1612,"Morretes","Total Livres",2207,1174,878,54,101,1114,772,321,2189,18,2067,140,1539,668,24,31,164,6,3,26,4,1,13,0,8,12,11,12,15,19,9,10,13,19,21,12,15,23,28,30,85,134,289,322,331,357,187,126,79,29,4,5,2,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,35,2000,10,11,0,0,0,0,4,50,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,1,1,0,0,0,73,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2,35,38,2,0,0,0,0,322,0,0,25,83,0,27,7,0,40,0,47,934,0,97,0,544,0
"2552",16,"Paraná",1612,"Morretes","Total Livres",209,0,110,99,0,203,3,3,209,0,202,7,0,209,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,7,7,12,28,35,29,27,20,13,10,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,3,190,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,61,0,0,116,2,0
